Store,Date,Weekly_Sales,Holiday_Flag,Temperature,CPI
12,2011-08-19,966817.24,0,91.74,129.2405806
12,2011-08-26,1017593.47,0,94.61,129.2832581
12,2011-09-02,1052051.45,0,93.66,129.3259355
12,2011-09-09,922850.57,1,88.0,129.3686129
12,2011-09-16,889290.23,0,76.36,129.4306
12,2011-09-23,871692.74,0,82.95,129.5183333
12,2011-09-30,866401.45,0,83.26,129.6060667
12,2011-10-07,951244.66,0,70.44,129.6938
12,2011-10-14,927600.01,0,67.31,129.7706452
12,2011-10-21,938604.58,0,73.05,129.7821613
12,2011-10-28,990926.38,0,67.41,129.7936774
12,2011-11-04,1051944.79,0,59.77,129.8051935
12,2011-11-11,1095091.53,0,48.76,129.8167097
12,2011-11-18,970641.34,0,54.2,129.8268333
12,2011-11-25,1591920.42,1,53.25,129.8364
12,2011-12-02,1071383.1,0,52.5,129.8459667
12,2011-12-09,1189646.45,0,42.17,129.8555333
12,2011-12-16,1293404.18,0,43.29,129.8980645
12,2011-12-23,1617612.03,0,45.4,129.9845484
12,2011-12-30,1111638.07,1,44.64,130.0710323
12,2012-01-06,945823.65,0,50.43,130.1575161
12,2012-01-13,865467.86,0,48.07,130.244
12,2012-01-20,855922.64,0,46.2,130.2792258
12,2012-01-27,888203.69,0,50.43,130.3144516
12,2012-02-03,1058767.95,0,50.58,130.3496774
12,2012-02-10,1199330.85,1,52.27,130.3849032
12,2012-02-17,1240048.85,0,51.8,130.4546207
12,2012-02-24,1112034.72,0,53.13,130.5502069
12,2012-03-02,1147636.96,0,52.27,130.6457931
12,2012-03-09,1113208.57,0,54.54,130.7413793
12,2012-03-16,1088498.52,0,64.44,130.8261935
12,2012-03-23,1045419.87,0,56.26,130.8966452
12,2012-03-30,1025382.22,0,64.36,130.9670968
12,2012-04-06,1128765.71,0,64.05,131.0375484
12,2012-04-13,1083811.19,0,64.28,131.108
12,2012-04-20,1006486.96,0,66.73,131.1173333
12,2012-04-27,1004252.38,0,77.99,131.1266667
12,2012-05-04,1073433.69,0,76.03,131.136
12,2012-05-11,1041995.22,0,77.27,131.1453333
12,2012-05-18,1020486.05,0,84.51,131.0983226
12,2012-05-25,991514.21,0,83.84,131.0287742
12,2012-06-01,981345.2,0,78.11,130.9592258
12,2012-06-08,1086231.47,0,84.83,130.8896774
12,2012-06-15,1019555.51,0,85.94,130.8295333
12,2012-06-22,981386.25,0,91.61,130.7929
12,2012-06-29,943124.74,0,90.47,130.7562667
12,2012-07-06,1014898.78,0,89.13,130.7196333
12,2012-07-13,960312.75,0,95.61,130.683
12,2012-07-20,941550.34,0,85.53,130.7012903
12,2012-07-27,916967.92,0,93.47,130.7195806
12,2012-08-03,958667.23,0,88.16,130.737871
12,2012-08-10,984689.9,0,95.91,130.7561613
12,2012-08-17,1005003.12,0,94.87,130.7909677
12,2012-08-24,1048101.39,0,85.32,130.8381613
12,2012-08-31,1061943.49,0,89.78,130.8853548
12,2012-09-07,955146.04,1,88.52,130.9325484
12,2012-09-14,885892.37,0,83.64,130.9776667
12,2012-09-21,922735.37,0,82.97,131.0103333
12,2012-09-28,880415.67,0,81.22,131.043
12,2012-10-05,979825.92,0,81.61,131.0756667
12,2012-10-12,934917.47,0,71.74,131.1083333
12,2012-10-19,960945.43,0,68.66,131.1499677
12,2012-10-26,974697.6,0,65.95,131.1930968
13,2010-02-05,1967220.53,0,31.53,126.4420645
13,2010-02-12,2030933.46,1,33.16,126.4962581
13,2010-02-19,1970274.64,0,35.7,126.5262857
13,2010-02-26,1817850.32,0,29.98,126.5522857
13,2010-03-05,1939980.43,0,40.65,126.5782857
13,2010-03-12,1840686.94,0,37.62,126.6042857
13,2010-03-19,1879794.89,0,42.49,126.6066452
13,2010-03-26,1882095.98,0,41.48,126.6050645
13,2010-04-02,2142482.14,0,42.15,126.6034839
13,2010-04-09,1898321.33,0,38.97,126.6019032
13,2010-04-16,1819660.44,0,50.39,126.5621
13,2010-04-23,1909330.77,0,55.66,126.4713333
13,2010-04-30,1785823.37,0,48.33,126.3805667
13,2010-05-07,2005478.46,0,44.42,126.2898
13,2010-05-14,1890273.44,0,50.15,126.2085484
13,2010-05-21,1853657.6,0,57.71,126.1843871
13,2010-05-28,1877358.86,0,53.11,126.1602258
13,2010-06-04,2022705.22,0,59.85,126.1360645
13,2010-06-11,2037880.96,0,65.24,126.1119032
13,2010-06-18,2003435.31,0,58.41,126.114
13,2010-06-25,1970340.25,0,71.83,126.1266
13,2010-07-02,2018314.71,0,78.82,126.1392
13,2010-07-09,1870843.9,0,71.33,126.1518
13,2010-07-16,1932231.05,0,77.79,126.1498065
13,2010-07-23,1907351.2,0,82.27,126.1283548
13,2010-07-30,1817887.23,0,78.94,126.1069032
13,2010-08-06,1969121.45,0,81.24,126.0854516
13,2010-08-13,1877592.55,0,74.93,126.064
13,2010-08-20,1997397.63,0,76.34,126.0766452
13,2010-08-27,1908278.27,0,75.31,126.0892903
13,2010-09-03,1911852.58,0,65.71,126.1019355
13,2010-09-10,1772143.94,1,65.74,126.1145806
13,2010-09-17,1790279.74,0,66.84,126.1454667
13,2010-09-24,1705655.09,0,68.22,126.1900333
13,2010-10-01,1765584.48,0,68.74,126.2346
13,2010-10-08,1871924.07,0,63.03,126.2791667
13,2010-10-15,1851431.06,0,54.12,126.3266774
13,2010-10-22,1796949.59,0,56.89,126.3815484
13,2010-10-29,1887895.07,0,45.12,126.4364194
13,2010-11-05,1854967.66,0,49.96,126.4912903
13,2010-11-12,1939964.63,0,42.55,126.5461613
13,2010-11-19,1925393.91,0,42.0,126.6072
13,2010-11-26,2766400.05,1,28.22,126.6692667
13,2010-12-03,2083379.89,0,25.8,126.7313333
13,2010-12-10,2461468.35,0,36.78,126.7934
13,2010-12-17,2771646.81,0,35.21,126.8794839
13,2010-12-24,3595903.2,0,34.9,126.9835806
13,2010-12-31,1675292.0,1,26.79,127.0876774
13,2011-01-07,1744544.39,0,16.94,127.1917742
13,2011-01-14,1682316.31,0,20.6,127.3009355
13,2011-01-21,1770177.37,0,34.8,127.4404839
13,2011-01-28,1633663.12,0,31.64,127.5800323
13,2011-02-04,1848186.58,0,23.35,127.7195806
13,2011-02-11,1944438.9,1,30.83,127.859129
13,2011-02-18,2003480.59,0,40.85,127.99525
13,2011-02-25,1831933.95,0,33.17,128.13
13,2011-03-04,1894960.68,0,34.23,128.26475
13,2011-03-11,1852432.58,0,41.28,128.3995
13,2011-03-18,1852443.78,0,44.69,128.5121935
13,2011-03-25,1807545.43,0,42.38,128.6160645
13,2011-04-01,1864238.64,0,42.49,128.7199355
13,2011-04-08,1887465.04,0,42.75,128.8238065
13,2011-04-15,1950994.04,0,41.72,128.9107333
13,2011-04-22,2124316.34,0,47.55,128.9553
13,2011-04-29,1895583.12,0,43.85,128.9998667
13,2011-05-06,1986380.4,0,47.75,129.0444333
13,2011-05-13,1958823.56,0,52.4,129.089
13,2011-05-20,1860923.55,0,52.12,129.0756774
13,2011-05-27,1866369.93,0,54.62,129.0623548
13,2011-06-03,1935593.87,0,52.76,129.0490323
13,2011-06-10,1997816.98,0,61.39,129.0357097
13,2011-06-17,2086433.49,0,63.35,129.0432
13,2011-06-24,2009163.08,0,66.38,129.0663
13,2011-07-01,2048035.74,0,74.29,129.0894
13,2011-07-08,2021699.38,0,77.3,129.1125
13,2011-07-15,1956813.31,0,75.59,129.1338387
13,2011-07-22,1987089.36,0,78.5,129.1507742
13,2011-07-29,1880785.69,0,77.62,129.1677097
13,2011-08-05,2076231.8,0,75.56,129.1846452
13,2011-08-12,1970341.38,0,75.95,129.2015806
13,2011-08-19,2090340.98,0,76.68,129.2405806
13,2011-08-26,2035244.54,0,81.53,129.2832581
13,2011-09-02,1953628.82,0,77.0,129.3259355
13,2011-09-09,1872921.31,1,70.19,129.3686129
13,2011-09-16,1923223.82,0,67.54,129.4306
13,2011-09-23,1847430.96,0,63.6,129.5183333
13,2011-09-30,1835662.69,0,68.28,129.6060667
13,2011-10-07,2067232.56,0,60.62,129.6938
13,2011-10-14,1929659.07,0,51.74,129.7706452
13,2011-10-21,1973544.27,0,54.66,129.7821613
13,2011-10-28,1948733.81,0,47.41,129.7936774
13,2011-11-04,2036317.54,0,43.51,129.8051935
13,2011-11-11,2111592.09,0,33.8,129.8167097
13,2011-11-18,2016323.51,0,40.65,129.8268333
13,2011-11-25,2864170.61,1,38.89,129.8364
13,2011-12-02,2051315.66,0,33.94,129.8459667
13,2011-12-09,2462779.06,0,24.82,129.8555333
13,2011-12-16,2760346.71,0,27.85,129.8980645
13,2011-12-23,3556766.03,0,24.76,129.9845484
13,2011-12-30,1969056.91,1,31.53,130.0710323
13,2012-01-06,1865752.78,0,33.8,130.1575161
13,2012-01-13,1794962.64,0,25.61,130.244
13,2012-01-20,1811606.21,0,32.71,130.2792258
13,2012-01-27,1733983.09,0,34.32,130.3144516
13,2012-02-03,1927780.74,0,31.39,130.3496774
13,2012-02-10,2069284.57,1,33.73,130.3849032
13,2012-02-17,2214477.06,0,36.57,130.4546207
13,2012-02-24,1929768.03,0,35.38,130.5502069
13,2012-03-02,1969742.76,0,32.36,130.6457931
13,2012-03-09,1986445.65,0,38.24,130.7413793
13,2012-03-16,2025582.62,0,52.5,130.8261935
13,2012-03-23,1904421.74,0,47.83,130.8966452
13,2012-03-30,1948982.7,0,53.2,130.9670968
13,2012-04-06,2271614.76,0,48.85,131.0375484
13,2012-04-13,2057637.86,0,51.7,131.108
13,2012-04-20,1955689.12,0,50.24,131.1173333
13,2012-04-27,1970121.65,0,64.8,131.1266667
13,2012-05-04,1995994.51,0,54.41,131.136
13,2012-05-11,2080764.17,0,56.47,131.1453333
13,2012-05-18,2131900.55,0,65.17,131.0983226
13,2012-05-25,2043349.41,0,62.39,131.0287742
13,2012-06-01,2035431.39,0,61.11,130.9592258
13,2012-06-08,2182437.9,0,68.4,130.8896774
13,2012-06-15,2152229.11,0,65.97,130.8295333
13,2012-06-22,2094373.0,0,72.89,130.7929
13,2012-06-29,2037663.71,0,82.0,130.7562667
13,2012-07-06,2184980.35,0,79.23,130.7196333
13,2012-07-13,2002750.99,0,83.68,130.683
13,2012-07-20,2053089.32,0,75.69,130.7012903
13,2012-07-27,1914430.53,0,80.42,130.7195806
13,2012-08-03,2044148.23,0,81.99,130.737871
13,2012-08-10,2041019.92,0,81.69,130.7561613
13,2012-08-17,2095769.18,0,79.4,130.7909677
13,2012-08-24,2059458.25,0,77.37,130.8381613
13,2012-08-31,2073855.42,0,79.18,130.8853548
13,2012-09-07,2165796.31,1,70.65,130.9325484
13,2012-09-14,1919917.03,0,68.55,130.9776667
13,2012-09-21,1938379.66,0,67.96,131.0103333
13,2012-09-28,1927664.11,0,64.8,131.043
13,2012-10-05,2041918.74,0,61.79,131.0756667
13,2012-10-12,1999079.44,0,55.1,131.1083333
13,2012-10-19,2018010.15,0,52.06,131.1499677
13,2012-10-26,2035189.66,0,46.97,131.1930968
14,2010-02-05,2623469.95,0,27.31,181.8711898
14,2010-02-12,1704218.84,1,27.73,181.982317
14,2010-02-19,2204556.7,0,31.27,182.0347816
14,2010-02-26,2095591.63,0,34.89,182.0774691
14,2010-03-05,2237544.75,0,37.13,182.1201566
14,2010-03-12,2156035.06,0,45.8,182.1628441
14,2010-03-19,2066219.3,0,48.79,182.0779857
14,2010-03-26,2050396.27,0,54.36,181.9718697
14,2010-04-02,2495630.51,0,47.74,181.8657537
14,2010-04-09,2258781.28,0,65.45,181.7596377
14,2010-04-16,2121788.61,0,54.28,181.6924769
14,2010-04-23,2138144.91,0,53.47,181.6772564
14,2010-04-30,2082355.12,0,53.15,181.6620359
14,2010-05-07,2370116.52,0,70.75,181.6468154
14,2010-05-14,2129771.13,0,54.26,181.6612792
14,2010-05-21,2108187.1,0,62.62,181.8538486
14,2010-05-28,2227152.16,0,69.27,182.0464181
14,2010-06-04,2363601.47,0,75.93,182.2389876
14,2010-06-11,2249570.04,0,69.71,182.4315571
14,2010-06-18,2248645.59,0,72.62,182.4424199
14,2010-06-25,2246179.91,0,79.32,182.3806
14,2010-07-02,2334788.42,0,76.61,182.3187801
14,2010-07-09,2236209.13,0,82.45,182.2569603
14,2010-07-16,2130287.27,0,77.84,182.2604411
14,2010-07-23,2044155.39,0,81.46,182.3509895
14,2010-07-30,2054843.28,0,79.78,182.4415378
14,2010-08-06,2219813.5,0,77.17,182.5320862
14,2010-08-13,2052984.81,0,78.44,182.6226346
14,2010-08-20,2057138.31,0,76.01,182.6165205
14,2010-08-27,2020332.07,0,71.36,182.6104063
14,2010-09-03,2182563.66,0,78.37,182.6042922
14,2010-09-10,2191767.76,1,70.87,182.598178
14,2010-09-17,1953539.85,0,66.55,182.622509
14,2010-09-24,1879891.13,0,68.59,182.6696737
14,2010-10-01,1855703.66,0,70.58,182.7168385
14,2010-10-08,2091663.2,0,56.49,182.7640032
14,2010-10-15,1932162.63,0,58.61,182.8106203
14,2010-10-22,1936621.09,0,53.15,182.8558685
14,2010-10-29,1984768.34,0,61.3,182.9011166
14,2010-11-05,2078417.47,0,45.65,182.9463648
14,2010-11-12,2092189.06,0,46.14,182.9916129
14,2010-11-19,1968462.58,0,50.02,182.8989385
14,2010-11-26,2921709.71,1,46.15,182.7832769
14,2010-12-03,2258489.63,0,40.93,182.6676154
14,2010-12-10,2600519.26,0,30.54,182.5519538
14,2010-12-17,2762861.41,0,30.51,182.517732
14,2010-12-24,3818686.45,0,30.59,182.54459
14,2010-12-31,1623716.46,1,29.67,182.5714479
14,2011-01-07,1864746.1,0,34.32,182.5983058
14,2011-01-14,1699095.9,0,24.78,182.6585782
14,2011-01-21,1743188.87,0,30.55,182.9193368
14,2011-01-28,1613718.38,0,24.05,183.1800955
14,2011-02-04,1995891.87,0,28.73,183.4408542
14,2011-02-11,1980405.03,1,30.3,183.7016129
14,2011-02-18,2019031.67,0,40.7,183.9371353
14,2011-02-25,1875708.88,0,35.78,184.1625632
14,2011-03-04,2041215.61,0,38.65,184.3879911
14,2011-03-11,1931104.67,0,45.01,184.613419
14,2011-03-18,1932491.42,0,46.66,184.809719
14,2011-03-25,1879451.23,0,41.76,184.9943679
14,2011-04-01,1869110.55,0,37.27,185.1790167
14,2011-04-08,2037798.88,0,48.71,185.3636656
14,2011-04-15,1974960.86,0,53.69,185.5339821
14,2011-04-22,2256461.39,0,53.04,185.6684673
14,2011-04-29,1930617.64,0,66.18,185.8029526
14,2011-05-06,2095599.93,0,58.21,185.9374378
14,2011-05-13,2004330.3,0,60.38,186.0719231
14,2011-05-20,1959967.8,0,62.28,185.9661154
14,2011-05-27,2080694.24,0,69.7,185.8603077
14,2011-06-03,2079899.47,0,76.38,185.7545
14,2011-06-10,2132446.0,0,73.88,185.6486923
14,2011-06-17,2082083.34,0,69.32,185.6719333
14,2011-06-24,2069523.52,0,74.85,185.7919609
14,2011-07-01,2074668.19,0,74.04,185.9119885
14,2011-07-08,2063401.06,0,77.49,186.032016
14,2011-07-15,1953544.76,0,78.47,186.1399808
14,2011-07-22,1882070.88,0,82.33,186.2177885
14,2011-07-29,1871021.01,0,81.31,186.2955962
14,2011-08-05,2066020.69,0,78.22,186.3734038
14,2011-08-12,1928773.82,0,77.0,186.4512115
14,2011-08-19,1896873.99,0,72.98,186.5093071
14,2011-08-26,2273470.62,0,72.55,186.5641172
14,2011-09-02,1750891.47,0,70.63,186.6189274
14,2011-09-09,2202742.9,1,71.48,186.6737376
14,2011-09-16,1864637.89,0,69.17,186.8024
14,2011-09-23,1871555.64,0,63.75,187.0295321
14,2011-09-30,1809989.29,0,70.66,187.2566641
14,2011-10-07,2078796.76,0,55.82,187.4837962
14,2011-10-14,1890870.75,0,63.82,187.6917481
14,2011-10-21,2009004.59,0,59.6,187.7846197
14,2011-10-28,2056846.12,0,51.78,187.8774913
14,2011-11-04,2174056.71,0,43.92,187.9703629
14,2011-11-11,2081534.65,0,47.65,188.0632345
14,2011-11-18,1969360.72,0,51.34,188.1983654
14,2011-11-25,2685351.81,1,48.71,188.3504
14,2011-12-02,2143080.57,0,50.19,188.5024346
14,2011-12-09,2470581.29,0,46.57,188.6544692
14,2011-12-16,2594363.09,0,39.93,188.7979349
14,2011-12-23,3369068.99,0,42.27,188.9299752
14,2011-12-30,1914148.89,1,37.79,189.0620155
14,2012-01-06,1859144.96,0,35.88,189.1940558
14,2012-01-13,1696248.27,0,41.18,189.3260962
14,2012-01-20,1789113.32,0,31.85,189.4214733
14,2012-01-27,1595362.27,0,37.93,189.5168505
14,2012-02-03,1877410.36,0,42.96,189.6122277
14,2012-02-10,2077256.24,1,37.0,189.7076048
14,2012-02-17,2020550.99,0,36.85,189.8424834
14,2012-02-24,1875040.16,0,42.86,190.0069881
14,2012-03-02,1926004.99,0,41.55,190.1714927
14,2012-03-09,2020839.31,0,45.52,190.3359973
14,2012-03-16,1941040.5,0,50.56,190.4618964
14,2012-03-23,1893447.71,0,59.45,190.5363213
14,2012-03-30,1905033.01,0,50.04,190.6107463
14,2012-04-06,2376022.26,0,49.73,190.6851712
14,2012-04-13,1912909.69,0,51.83,190.7595962
14,2012-04-20,1875686.44,0,63.13,190.8138013
14,2012-04-27,1784029.95,0,53.2,190.8680064
14,2012-05-04,1949354.29,0,55.21,190.9222115
14,2012-05-11,1987531.05,0,61.24,190.9764167
14,2012-05-18,1932233.17,0,66.3,190.9964479
14,2012-05-25,2030869.61,0,67.21,191.0028096
14,2012-06-01,2049485.49,0,74.48,191.0091712
14,2012-06-08,2099615.88,0,64.3,191.0155329
14,2012-06-15,1905733.68,0,71.93,191.0299731
14,2012-06-22,1660228.88,0,74.22,191.0646096
14,2012-06-29,1591835.02,0,75.22,191.0992462
14,2012-07-06,1862128.95,0,82.99,191.1338827
14,2012-07-13,1544422.35,0,79.97,191.1685192
14,2012-07-20,1553250.16,0,78.89,191.1670428
14,2012-07-27,1479514.66,0,77.2,191.1655664
14,2012-08-03,1656886.46,0,76.58,191.16409
14,2012-08-10,1648570.03,0,78.65,191.1626135
14,2012-08-17,1660433.3,0,75.71,191.2284919
14,2012-08-24,1621841.33,0,72.62,191.3448865
14,2012-08-31,1613342.19,0,75.09,191.461281
14,2012-09-07,1904512.34,1,75.7,191.5776756
14,2012-09-14,1554794.22,0,67.87,191.69985
14,2012-09-21,1565352.46,0,65.32,191.8567038
14,2012-09-28,1522512.2,0,64.88,192.0135577
14,2012-10-05,1687592.16,0,64.89,192.1704115
14,2012-10-12,1639585.61,0,54.47,192.3272654
14,2012-10-19,1590274.72,0,56.47,192.3308542
14,2012-10-26,1704357.62,0,58.85,192.3088989
15,2010-02-05,652122.44,0,19.83,131.5279032
15,2010-02-12,682447.1,1,22.0,131.5866129
15,2010-02-19,660838.75,0,27.54,131.637
15,2010-02-26,564883.2,0,29.87,131.686
15,2010-03-05,605325.43,0,31.79,131.735
15,2010-03-12,604173.59,0,41.39,131.784
15,2010-03-19,593710.67,0,44.69,131.8242903
15,2010-03-26,592111.49,0,39.53,131.863129
15,2010-04-02,718470.71,0,45.27,131.9019677
15,2010-04-09,634605.77,0,57.77,131.9408065
15,2010-04-16,641208.65,0,49.63,131.9809
15,2010-04-23,643097.6,0,46.54,132.0226667
15,2010-04-30,570791.11,0,49.09,132.0644333
15,2010-05-07,661348.88,0,63.16,132.1062
15,2010-05-14,594385.2,0,47.13,132.152129
15,2010-05-21,616598.1,0,59.09,132.2230323
15,2010-05-28,744772.88,0,70.61,132.2939355
15,2010-06-04,693192.5,0,69.99,132.3648387
15,2010-06-11,619337.29,0,61.04,132.4357419
15,2010-06-18,652329.53,0,65.83,132.4733333
15,2010-06-25,672194.03,0,72.79,132.4976
15,2010-07-02,709337.11,0,66.13,132.5218667
15,2010-07-09,691497.62,0,77.33,132.5461333
15,2010-07-16,633203.69,0,72.83,132.5667742
15,2010-07-23,598553.43,0,73.2,132.5825806
15,2010-07-30,619224.06,0,72.04,132.5983871
15,2010-08-06,639651.24,0,72.7,132.6141935
15,2010-08-13,622437.08,0,72.17,132.63
15,2010-08-20,637090.44,0,71.1,132.6616129
15,2010-08-27,649791.15,0,65.07,132.6932258
15,2010-09-03,638647.21,0,73.17,132.7248387
15,2010-09-10,641965.2,1,62.36,132.7564516
15,2010-09-17,583210.87,0,57.94,132.7670667
15,2010-09-24,548542.47,0,62.53,132.7619333
15,2010-10-01,566945.95,0,59.69,132.7568
15,2010-10-08,591603.79,0,52.19,132.7516667
15,2010-10-15,577011.26,0,49.96,132.7633548
15,2010-10-22,600395.73,0,47.1,132.8170968
15,2010-10-29,598301.5,0,55.09,132.8708387
15,2010-11-05,612987.64,0,40.29,132.9245806
15,2010-11-12,619639.74,0,39.63,132.9783226
15,2010-11-19,608200.81,0,44.1,132.9172
15,2010-11-26,1120018.92,1,40.71,132.8369333
15,2010-12-03,754134.95,0,36.0,132.7566667
15,2010-12-10,847294.04,0,23.97,132.6764
15,2010-12-17,983825.15,0,25.3,132.6804516
15,2010-12-24,1368318.17,0,25.07,132.7477419
15,2010-12-31,543754.17,1,26.54,132.8150323
15,2011-01-07,509640.77,0,30.53,132.8823226
15,2011-01-14,479424.2,0,19.53,132.9510645
15,2011-01-21,487311.03,0,21.84,133.0285161
15,2011-01-28,481119.6,0,19.61,133.1059677
15,2011-02-04,556550.85,0,20.69,133.1834194
15,2011-02-11,582864.35,1,21.64,133.260871
15,2011-02-18,649993.5,0,33.06,133.3701429
15,2011-02-25,547564.09,0,20.87,133.4921429
15,2011-03-04,573374.49,0,28.16,133.6141429
15,2011-03-11,537035.28,0,34.27,133.7361429
15,2011-03-18,551553.99,0,40.23,133.8492258
15,2011-03-25,527389.28,0,32.63,133.9587419
15,2011-04-01,542556.05,0,30.34,134.0682581
15,2011-04-08,587370.81,0,40.94,134.1777742
15,2011-04-15,607691.36,0,48.63,134.2784667
15,2011-04-22,655318.26,0,41.37,134.3571
15,2011-04-29,560764.41,0,55.46,134.4357333
15,2011-05-06,630522.67,0,49.87,134.5143667
15,2011-05-13,630482.91,0,57.07,134.593
15,2011-05-20,593941.9,0,57.19,134.6803871
15,2011-05-27,636193.24,0,65.87,134.7677742
15,2011-06-03,695396.19,0,69.8,134.8551613
15,2011-06-10,642679.81,0,69.86,134.9425484
15,2011-06-17,639928.85,0,63.9,135.0837333
15,2011-06-24,656594.95,0,69.96,135.2652667
15,2011-07-01,674669.16,0,67.43,135.4468
15,2011-07-08,635118.48,0,73.47,135.6283333
15,2011-07-15,624114.56,0,73.34,135.7837419
15,2011-07-22,607475.44,0,79.97,135.8738387
15,2011-07-29,577511.02,0,74.67,135.9639355
15,2011-08-05,607961.21,0,73.63,136.0540323
15,2011-08-12,590836.37,0,70.63,136.144129
15,2011-08-19,599488.98,0,70.41,136.183129
15,2011-08-26,605413.17,0,69.19,136.2136129
15,2011-09-02,649159.68,0,67.63,136.2440968
15,2011-09-09,607593.51,1,67.59,136.2745806
15,2011-09-16,545052.34,0,62.1,136.3145
15,2011-09-23,545570.86,0,59.0,136.367
15,2011-09-30,521297.31,0,64.87,136.4195
15,2011-10-07,579068.88,0,51.24,136.472
15,2011-10-14,537300.94,0,61.3,136.5150968
15,2011-10-21,603318.89,0,51.67,136.5017742
15,2011-10-28,589842.69,0,45.54,136.4884516
15,2011-11-04,615121.78,0,43.39,136.475129
15,2011-11-11,618949.82,0,47.13,136.4618065
15,2011-11-18,597856.51,0,46.53,136.4666667
15,2011-11-25,1066478.1,1,41.1,136.4788
15,2011-12-02,699028.66,0,45.67,136.4909333
15,2011-12-09,764565.55,0,38.53,136.5030667
15,2011-12-16,870415.49,0,35.49,136.5335161
15,2011-12-23,1182691.87,0,34.93,136.5883871
15,2011-12-30,603460.79,1,31.44,136.6432581
15,2012-01-06,516087.65,0,30.24,136.698129
15,2012-01-13,454183.42,0,36.26,136.753
15,2012-01-20,492721.85,0,21.39,136.8564194
15,2012-01-27,466045.63,0,30.87,136.9598387
15,2012-02-03,523831.64,0,35.3,137.0632581
15,2012-02-10,628218.22,1,31.91,137.1666774
15,2012-02-17,598502.83,0,30.26,137.2583103
15,2012-02-24,561137.06,0,33.18,137.3411034
15,2012-03-02,541292.64,0,33.24,137.4238966
15,2012-03-09,545120.67,0,36.97,137.5066897
15,2012-03-16,570611.23,0,47.42,137.5843871
15,2012-03-23,565481.88,0,58.92,137.6552903
15,2012-03-30,557547.25,0,42.65,137.7261935
15,2012-04-06,659950.36,0,40.01,137.7970968
15,2012-04-13,558585.13,0,43.52,137.868
15,2012-04-20,534780.57,0,54.47,137.9230667
15,2012-04-27,527402.62,0,41.57,137.9781333
15,2012-05-04,577868.38,0,51.04,138.0332
15,2012-05-11,579539.95,0,54.23,138.0882667
15,2012-05-18,600050.98,0,58.84,138.1065806
15,2012-05-25,693780.42,0,67.97,138.1101935
15,2012-06-01,663971.26,0,67.61,138.1138065
15,2012-06-08,611390.67,0,59.35,138.1174194
15,2012-06-15,636737.65,0,67.7,138.1295333
15,2012-06-22,687085.6,0,74.28,138.1629
15,2012-06-29,624099.48,0,68.91,138.1962667
15,2012-07-06,678024.75,0,74.64,138.2296333
15,2012-07-13,591335.5,0,72.62,138.263
15,2012-07-20,592369.22,0,75.31,138.2331935
15,2012-07-27,571190.83,0,73.9,138.2033871
15,2012-08-03,590739.62,0,73.13,138.1735806
15,2012-08-10,590453.63,0,73.99,138.1437742
15,2012-08-17,579738.2,0,70.29,138.1857097
15,2012-08-24,606210.77,0,66.98,138.2814516
15,2012-08-31,610185.32,0,71.42,138.3771935
15,2012-09-07,587259.82,1,71.61,138.4729355
15,2012-09-14,527509.76,0,65.44,138.5673
15,2012-09-21,533161.64,0,60.34,138.6534
15,2012-09-28,553901.97,0,57.13,138.7395
15,2012-10-05,573498.64,0,59.57,138.8256
15,2012-10-12,551799.63,0,49.12,138.9117
15,2012-10-19,555652.77,0,52.89,138.8336129
15,2012-10-26,558473.6,0,55.75,138.7281613
16,2010-02-05,477409.3,0,19.79,189.3816974
16,2010-02-12,472044.28,1,20.87,189.4642725
16,2010-02-19,469868.7,0,21.13,189.5340998
16,2010-02-26,443242.17,0,18.12,189.6018023
16,2010-03-05,444181.85,0,27.92,189.6695049
16,2010-03-12,445393.74,0,28.64,189.7372075
16,2010-03-19,504307.35,0,33.45,189.734262
16,2010-03-26,483177.2,0,29.88,189.7195417
16,2010-04-02,490503.69,0,36.19,189.7048215
16,2010-04-09,424083.99,0,34.21,189.6901012
16,2010-04-16,436312.41,0,45.69,189.6628845
16,2010-04-23,370230.94,0,44.9,189.6190057
16,2010-04-30,383550.93,0,37.75,189.575127
16,2010-05-07,403217.22,0,37.43,189.5312483
16,2010-05-14,401770.9,0,41.26,189.4904116
16,2010-05-21,435300.51,0,47.34,189.467827
16,2010-05-28,479430.0,0,52.08,189.4452425
16,2010-06-04,516295.81,0,53.76,189.422658
16,2010-06-11,535587.31,0,62.63,189.4000734
16,2010-06-18,540149.85,0,52.4,189.4185259
16,2010-06-25,546554.96,0,62.37,189.4533931
16,2010-07-02,610641.42,0,64.44,189.4882603
16,2010-07-09,614253.33,0,61.79,189.5231276
16,2010-07-16,586583.69,0,67.68,189.6125456
16,2010-07-23,588344.18,0,70.67,189.774698
16,2010-07-30,562633.67,0,70.71,189.9368504
16,2010-08-06,586936.45,0,67.42,190.0990028
16,2010-08-13,543757.97,0,63.91,190.2611552
16,2010-08-20,521516.96,0,63.59,190.2948237
16,2010-08-27,581010.52,0,65.66,190.3284922
16,2010-09-03,542087.89,0,58.02,190.3621607
16,2010-09-10,537518.57,1,57.24,190.3958293
16,2010-09-17,522049.52,0,56.55,190.4688287
16,2010-09-24,511330.32,0,58.19,190.5713264
16,2010-10-01,463977.54,0,59.39,190.6738241
16,2010-10-08,442894.2,0,54.29,190.7763218
16,2010-10-15,452169.28,0,45.0,190.8623087
